515,"OrmusIntroPalGossip1","聖騎士，你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧...就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。","聖騎士，你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧…就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。"
525,"OrmusGossip10","迪卡‧凱恩...奧瑪斯沒空理會赫拉迪姆的最後傳人。那個神聖組織因為驕傲而覆滅。","迪卡‧凱恩…奧瑪斯沒空理會赫拉迪姆的最後傳人。那個神聖組織因為驕傲而覆滅。"
533,"A3Q4Init3Asheara","這尊雕像還真漂亮...不過，保存狀況似乎不太好。裡面有個小隔間塞滿了灰。","這尊雕像還真漂亮…不過，保存狀況似乎不太好。裡面有個小隔間塞滿了灰。"
545,"A3Q2EarlyReturnEyeCain","啊...克林姆的眼球！只有它才能看清通往墨菲斯托的真正道路。

把它和克林姆的其他遺物放在赫拉迪姆方塊裡。心臟、大腦，還有他的連枷。","啊…克林姆的眼球！只有它才能看清通往墨菲斯托的真正道路。

把它和克林姆的其他遺物放在赫拉迪姆方塊裡。心臟、大腦，還有他的連枷。"
564,"A3Q1SuccessfulAlkor","你找到了！這本書應該能讓我們更加瞭解三大罪惡之源真實的面貌...

啊，但是對你來說...","你找到了！這本書應該能讓我們更加瞭解三大罪惡之源真實的面貌…

啊，但是對你來說…"
593,"A3Q3RewardOrmus","我用不到這個魔法戒指。

來...驕傲地戴上它吧！","我用不到這個魔法戒指。

來…驕傲地戴上它吧！"
619,"A3Q5EarlyReturnNatalya","我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微...","我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微…"
620,"A3Q5EarlyReturnNatalyaVA","我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微...","我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微…"
635,"A3Q6AfterInitAsheara","我派一些手下深入叢林，前往神殿之城附近進行偵查...結果遭到兩個披著斗蓬的人以恐怖的力量攻擊。

只有幾個人勉強逃回來，我認為這兩個陌生人就是迪亞布羅和巴爾。

你最好快點，他們快要找到他們的兄長了。","我派一些手下深入叢林，前往神殿之城附近進行偵查…結果遭到兩個披著斗蓬的人以恐怖的力量攻擊。

只有幾個人勉強逃回來，我認為這兩個陌生人就是迪亞布羅和巴爾。

你最好快點，他們快要找到他們的兄長了。"
659,"A3Q6SuccessfulMeshifAct3","啊...現在庫拉斯特終於可以重建過去的榮耀了...我十分感激。","啊…現在庫拉斯特終於可以重建過去的榮耀了…我十分感激。"
664,"TyraelActIntroGossip1","英雄，真高興能再見到你。

打敗墨菲斯托是聖光的一大勝利！我知道你最後一定能來到這裡，混沌界要塞是天堂設立於烈焰地獄大門前的最後一道防線。

成千上萬個聖光勇士的鮮血灑在這裡，其中有許多像你這樣的凡人。如今，對抗罪惡之源的最後一戰近在眼前...接下來只能靠你自己了。

我受到限制，禁止直接協助你，但是我可以傳授你一些知識。這一戰的勝利必將屬於你...還有全人類。

願聖光保佑你，願天堂的光輝為你照耀前方道路...","英雄，真高興能再見到你。

打敗墨菲斯托是聖光的一大勝利！我知道你最後一定能來到這裡，混沌界要塞是天堂設立於烈焰地獄大門前的最後一道防線。

成千上萬個聖光勇士的鮮血灑在這裡，其中有許多像你這樣的凡人。如今，對抗罪惡之源的最後一戰近在眼前…接下來只能靠你自己了。

我受到限制，禁止直接協助你，但是我可以傳授你一些知識。這一戰的勝利必將屬於你…還有全人類。

願聖光保佑你，願天堂的光輝為你照耀前方道路…"
666,"CainAct4IntroGossip1","你能相信這個地方真的存在嗎？你有想過有一天會站在天堂和地獄的交叉口嗎？這個混沌界要塞可真是不得了的奇蹟。
 
不過，你的旅程還沒有結束。迪亞布羅仍然在地獄裡集結他的惡魔大軍。只有打倒他，我們的世界才能恢復平靜。

快點行動...時間之沙不會為任何人停止流逝！","你能相信這個地方真的存在嗎？你有想過有一天會站在天堂和地獄的交叉口嗎？這個混沌界要塞可真是不得了的奇蹟。
 
不過，你的旅程還沒有結束。迪亞布羅仍然在地獄裡集結他的惡魔大軍。只有打倒他，我們的世界才能恢復平靜。

快點行動…時間之沙不會為任何人停止流逝！"
672,"A4Q1AfterInitCain","泰瑞爾要求你對抗墮落天使伊卒爾？他一定對你的能力很有信心！

我相信你明白該怎麼做...但是要小心，你是我們最後的希望。","泰瑞爾要求你對抗墮落天使伊卒爾？他一定對你的能力很有信心！

我相信你明白該怎麼做…但是要小心，你是我們最後的希望。"
673,"A4Q1EarlyReturnTyrael","人類英雄，切勿拖延！伊卒爾尚未安息，迪亞布羅也還潛伏在這裡！

快...展開行動！","人類英雄，切勿拖延！伊卒爾尚未安息，迪亞布羅也還潛伏在這裡！

快…展開行動！"
675,"A4Q1SuccessfulIzual","泰瑞爾居然笨到信任我！

沒錯，把靈魂石和腐化它的方法告訴迪亞布羅三兄弟的，是我。幫助三大罪惡之源策畫如何放逐到你們世界的，也是我。

我們布置多年的這個計畫，渺小的人類是無法阻止的。地獄早已做好準備，我們會像鮮血和夢魘般的潮水，湧入你們的世界。

人類...會全數滅亡。","泰瑞爾居然笨到信任我！

沒錯，把靈魂石和腐化它的方法告訴迪亞布羅三兄弟的，是我。幫助三大罪惡之源策畫如何放逐到你們世界的，也是我。

我們布置多年的這個計畫，渺小的人類是無法阻止的。地獄早已做好準備，我們會像鮮血和夢魘般的潮水，湧入你們的世界。

人類…會全數滅亡。"
676,"A4Q1SuccessfulTyrael","英雄，感謝你，伊卒爾的靈魂終於能夠安息。願聖光保佑你，願天堂的光輝為你照耀前方道路。

如果你所言屬實，那麼我們恐怕一直都被玩弄於股掌之間。

伊卒爾協助迪亞布羅他們，騙我使用靈魂石來對抗他們...如今靈魂之石的力量遭受汙染。

罪惡之源控制靈魂石以後，結合自身與靈魂之石的力量，就可以把人類世界永遠變成地獄的前哨基地！","英雄，感謝你，伊卒爾的靈魂終於能夠安息。願聖光保佑你，願天堂的光輝為你照耀前方道路。

如果你所言屬實，那麼我們恐怕一直都被玩弄於股掌之間。

伊卒爾協助迪亞布羅他們，騙我使用靈魂石來對抗他們…如今靈魂之石的力量遭受汙染。

罪惡之源控制靈魂石以後，結合自身與靈魂之石的力量，就可以把人類世界永遠變成地獄的前哨基地！"
1113,"sor_act1_entry_monastery","啊，修道院...如今是安達莉爾的城塞！","啊，修道院…如今是安達莉爾的城塞！"
1116,"bar_act1_entry_forgottentower","有毒氣的臭味...","有毒氣的臭味…"
1136,"bar_act1_complete_denofevil","俠盜...暫時安全了。","俠盜…暫時安全了。"
1144,"nec_act1_complete_burialground","血鴉...安息吧。","血鴉…安息吧。"
1145,"ama_act1_find_treeofinifuss","這顆樹看起來真奇怪...","這顆樹看起來真奇怪…"
1150,"ama_act1_find_cairnstones","這些石柱有某種魔法的用途...","這些石柱有某種魔法的用途…"
1170,"ama_act1_complete_forgottentower","噢...塔中的寶物...等著我來拿！","噢…塔中的寶物…等著我來拿！"
1174,"nec_act1_complete_forgottentower","追尋寶藏...哼。找到寶藏...那還差不多。","追尋寶藏…哼。找到寶藏…那還差不多。"
1233,"sor_act2_complete_tombs","迪亞布羅和巴爾從我的手中逃掉了！下一次...就是復仇！","迪亞布羅和巴爾從我的手中逃掉了！下一次…就是復仇！"
1234,"nec_act2_complete_tombs","我來得太遲了。現在...世界將再次面臨毀滅之王的威脅。","我來得太遲了。現在…世界將再次面臨毀滅之王的威脅。"
1267,"bar_act3_find_jadefigurine","嗯...好奇怪的小雕像。","嗯…好奇怪的小雕像。"
1286,"ama_act3_complete_guardiantower","嗯...成功了！不過事情還是不太對勁。","嗯…成功了！不過事情還是不太對勁。"
20007,"CainAct5Gossip4","在赫拉迪姆兄弟會的時候，我們時常辯論亞瑞特山的本質。

我們知道野蠻人部族熱中於守護這座山，把這當做他們的神聖職責。不過也有很多人認為這股狂熱只是單純的迷信...這也包含了他們天生對外來者的敵意。

那些登上亞瑞特山的赫拉迪姆成員，從此失去音訊...不過，我還是不相信他們是死在野蠻人手裡。","在赫拉迪姆兄弟會的時候，我們時常辯論亞瑞特山的本質。

我們知道野蠻人部族熱中於守護這座山，把這當做他們的神聖職責。不過也有很多人認為這股狂熱只是單純的迷信…這也包含了他們天生對外來者的敵意。

那些登上亞瑞特山的赫拉迪姆成員，從此失去音訊…不過，我還是不相信他們是死在野蠻人手裡。"
20010,"CainAct5Gossip7","哈洛加斯的長老議會已經不在了，但還是有許多能力非凡的年輕領導者能取代他們。

安亞絕對有足夠的勇氣和智慧來領導所有人...如果他們能活過這場大災難的話。","哈洛加斯的長老議會已經不在了，但還是有許多能力非凡的年輕領導者能取代他們。

安亞絕對有足夠的勇氣和智慧來領導所有人…如果他們能活過這場大災難的話。"
20011,"CainAct5Gossip8","啊，安亞。她真是女性力量的典範...

她讓我想起年輕時認識的撒卡蘭姆女祭司。你知道的，她們沒有守貞的誓言。","啊，安亞。她真是女性力量的典範…

她讓我想起年輕時認識的撒卡蘭姆女祭司。你知道的，她們沒有守貞的誓言。"
20018,"AnyaGossip4","在我小時候，長老們告訴過我們這座山與其力量的故事...以及野蠻人為什麼會成為這座山的守護者。

巴爾不只是奪走我們的土地。當他一步步地登上這座山時，他也一步步地奪走我們的使命。","在我小時候，長老們告訴過我們這座山與其力量的故事…以及野蠻人為什麼會成為這座山的守護者。

巴爾不只是奪走我們的土地。當他一步步地登上這座山時，他也一步步地奪走我們的使命。"
20019,"AnyaGossip5","我真的很慶幸你在這裡，戰士。如果我們早點向鄰國求助，事情可能就完全不一樣了。

這就是我們愚蠢、高傲的後果...","我真的很慶幸你在這裡，戰士。如果我們早點向鄰國求助，事情可能就完全不一樣了。

這就是我們愚蠢、高傲的後果…"
20022,"AnyaGossip8","如果拉蘇克在唱歌跳舞上有打鐵的一半強，他一定老早就結婚了。

...你看看他那對肩膀就知道了。","如果拉蘇克在唱歌跳舞上有打鐵的一半強，他一定老早就結婚了。

…你看看他那對肩膀就知道了。"
20027,"LarzukGossip1","聽說亞馬遜人擅長從遠距離打倒敵人。就我所知，想對付來自地獄的爪牙，這是最好的方法。

你們的族人都這麼...高大嗎？","聽說亞馬遜人擅長從遠距離打倒敵人。就我所知，想對付來自地獄的爪牙，這是最好的方法。

你們的族人都這麼…高大嗎？"
20036,"LarzukGossip10","只是想告訴你...你付給我的錢並沒有讓我荷包滿滿。大部份的錢都拿去購買熔製武器和防具所需的原料。剩下來的錢...我全都用來跟瑪拉和夸爾凱克購買其他的補給物資。","只是想告訴你…你付給我的錢並沒有讓我荷包滿滿。大部份的錢都拿去購買熔製武器和防具所需的原料。剩下來的錢…我全都用來跟瑪拉和夸爾凱克購買其他的補給物資。"
