370,"啊...利爪蛇魔喜歡魔法物品，你在他們的神殿裡面有找到什麼好東西嗎？","啊…利爪蛇魔喜歡魔法物品，你在他們的神殿裡面有找到什麼好東西嗎？"
377,"當這一帶出現問題時，我讓妓院的那些女子進入宮殿避難。原本沒什麼異狀，可是某天晚上...

那些女子的尖叫聲迴盪在樓梯間。我的守衛抵達後，發現那些可憐的女孩全都遭到地獄爬出來的惡魔殘忍虐殺。惡魔是從一個神秘的裂隙冒出來的，我的守衛只能奮力將他們趕回那裡。

從那時開始，我的手下就陷入絕望的戰鬥。惡魔接連從裂隙湧入皇宮。最後我只好雇用格雷茲和他的傭兵，幫忙保護城市的其它區域。

卓格南相信秘法聖殿就藏在皇宮正下方，因為魯高因正是建立在古代費斯傑利堡壘的遺址上。

我允許你進入皇宮...但是千萬小心。","當這一帶出現問題時，我讓妓院的那些女子進入宮殿避難。原本沒什麼異狀，可是某天晚上…

那些女子的尖叫聲迴盪在樓梯間。我的守衛抵達後，發現那些可憐的女孩全都遭到地獄爬出來的惡魔殘忍虐殺。惡魔是從一個神秘的裂隙冒出來的，我的守衛只能奮力將他們趕回那裡。

從那時開始，我的手下就陷入絕望的戰鬥。惡魔接連從裂隙湧入皇宮。最後我只好雇用格雷茲和他的傭兵，幫忙保護城市的其它區域。

卓格南相信秘法聖殿就藏在皇宮正下方，因為魯高因正是建立在古代費斯傑利堡壘的遺址上。

我允許你進入皇宮…但是千萬小心。"
379,"聽好了...我是難搞又傲慢，可是我絕對不會跑去當馴獸師，把惡魔當寵物養！我才不想給自己找那麼多麻煩。
","聽好了…我是難搞又傲慢，可是我絕對不會跑去當馴獸師，把惡魔當寵物養！我才不想給自己找那麼多麻煩。
"
382,"赫拉森認為他必須把自己關起來，才能避開那些憤怒的惡魔。練習召喚術的人常常面臨這種下場...不過這也可以說是他們的永恆詛咒。世上有兩種召喚師，一種是活很久的，一種是大膽的，不過大膽的都活不久。","赫拉森認為他必須把自己關起來，才能避開那些憤怒的惡魔。練習召喚術的人常常面臨這種下場…不過這也可以說是他們的永恆詛咒。世上有兩種召喚師，一種是活很久的，一種是大膽的，不過大膽的都活不久。"
384,"啊...赫拉森的傳奇故事，年代已經相當久遠，尤其是這幾個部份。你絕對不相信他完成了怎樣的偉業和奇怪事件。","啊…赫拉森的傳奇故事，年代已經相當久遠，尤其是這幾個部份。你絕對不相信他完成了怎樣的偉業和奇怪事件。"
385,"我知道你已經和傑恩談過了。這麼說...你就是長久以來...事實上，是自從麻煩開始之後的第一個人。

幫我們一個忙，找出一直以來讓傑恩這麼焦燥的原因，好嗎？","我知道你已經和傑恩談過了。這麼說…你就是長久以來…事實上，是自從麻煩開始之後的第一個人。

幫我們一個忙，找出一直以來讓傑恩這麼焦燥的原因，好嗎？"
386,"大概在一年前，有位東方法師前來拜訪...我認為他是費斯傑利的一員...他對這個地方的歷史非常感興趣，而且似乎對皇宮建築特別著迷。

我帶著他參觀皇宮，後來他在地窖的通道發現古代封印後，變得十分激動。他問我是否能給他一點時間獨自研究封印，而我答應了。

沒多久他一句話都沒說就消失了，從此再也沒看過他。你不覺得很奇怪嗎？","大概在一年前，有位東方法師前來拜訪…我認為他是費斯傑利的一員…他對這個地方的歷史非常感興趣，而且似乎對皇宮建築特別著迷。

我帶著他參觀皇宮，後來他在地窖的通道發現古代封印後，變得十分激動。他問我是否能給他一點時間獨自研究封印，而我答應了。

沒多久他一句話都沒說就消失了，從此再也沒看過他。你不覺得很奇怪嗎？"
389,"啊？河拉繩？那是什麼東西啊？噢，赫拉森啊！噢，我明白了。

好，這個嘛...他是瘋子。他很聰明，對，但是...他是瘋子。","啊？河拉繩？那是什麼東西啊？噢，赫拉森啊！噢，我明白了。

好，這個嘛…他是瘋子。他很聰明，對，但是…他是瘋子。"
392,"那個...既然你跟傑恩變成好朋友，可以幫忙問問我什麼時候才能出海嗎？我已經沒什麼耐性了。","那個…既然你跟傑恩變成好朋友，可以幫忙問問我什麼時候才能出海嗎？我已經沒什麼耐性了。"
395,"我一直在思考傑恩皇宮裡的麻煩。這件事或許你也想到了...

如果地窖的通道都通往秘法聖殿，那麼聖殿就是惡魔出現的源頭。赫拉森的避難所一定早就被入侵了！","我一直在思考傑恩皇宮裡的麻煩。這件事或許你也想到了…

如果地窖的通道都通往秘法聖殿，那麼聖殿就是惡魔出現的源頭。赫拉森的避難所一定早就被入侵了！"
396,"追尋塔拉夏古墓的人，在穿越傳送門後，就能找到你的目的地。但要記得，我在秘法聖殿中記載的那些發光符文，代表的是六座假墓穴。

缺少的第七個符文標示的才是塔拉夏古墓...在赫拉迪姆，他算是首屈一指的法師。

魔法派系之間曾經有過短暫的輝煌時刻，他們當時屏除歧見，聯手對抗共同的敵人。

赫拉迪姆在荒廢的東方帝國一路追趕三大魔王，甚至深入西方未知的土地，讓大天使泰瑞爾的雙手不必沾染任何血跡。

赫拉迪姆在認定三大魔王落敗之後，內部不穩定的合作關係開始四分五裂。他們放棄了守護三個靈魂石的神聖使命，派系之間也開始為了彼此分歧而爭執不休。

他們之間的衝突，不光導致了兄弟會解散，同時還讓埋藏在地下的邪惡力量日益增強。","追尋塔拉夏古墓的人，在穿越傳送門後，就能找到你的目的地。但要記得，我在秘法聖殿中記載的那些發光符文，代表的是六座假墓穴。

缺少的第七個符文標示的才是塔拉夏古墓…在赫拉迪姆，他算是首屈一指的法師。

魔法派系之間曾經有過短暫的輝煌時刻，他們當時屏除歧見，聯手對抗共同的敵人。

赫拉迪姆在荒廢的東方帝國一路追趕三大魔王，甚至深入西方未知的土地，讓大天使泰瑞爾的雙手不必沾染任何血跡。

赫拉迪姆在認定三大魔王落敗之後，內部不穩定的合作關係開始四分五裂。他們放棄了守護三個靈魂石的神聖使命，派系之間也開始為了彼此分歧而爭執不休。

他們之間的衝突，不光導致了兄弟會解散，同時還讓埋藏在地下的邪惡力量日益增強。"
402,"哦...現在我們知道傑恩的小秘密了。好吧...我瞭解他要我一直待在這裡的原因了...真慶幸事情沒有演變到那種地步。他要我再待一陣子，這樣你才有辦法離開此地。

為了你，這當然沒問題。他們說不定還會在故事歌謠中提到我呢？","哦…現在我們知道傑恩的小秘密了。好吧…我瞭解他要我一直待在這裡的原因了…真慶幸事情沒有演變到那種地步。他要我再待一陣子，這樣你才有辦法離開此地。

為了你，這當然沒問題。他們說不定還會在故事歌謠中提到我呢？"
403,"唉，這個消息傳遍了整個城鎮，人心惶惶不安。當時的處境遠比我們想的還要危險。

朋友，幹得太好了...你可能救了我們所有人。","唉，這個消息傳遍了整個城鎮，人心惶惶不安。當時的處境遠比我們想的還要危險。

朋友，幹得太好了…你可能救了我們所有人。"
405,"赫拉森的心智？噢，日誌！好，嗯...能找到真是太好了。那些躲進後宮的女子還真可憐，對吧？我會懷念她們的...我是說懷念跟她們聊天。","赫拉森的心智？噢，日誌！好，嗯…能找到真是太好了。那些躲進後宮的女子還真可憐，對吧？我會懷念她們的…我是說懷念跟她們聊天。"
409,"根據你的敘述，那個人很可能不是赫拉森。

聽起來像是先前來到這裡的法師。他對這個皇宮十分好奇，而且對地窖通道中的封印特別感興趣。他很快就離開了。我很好奇，他是怎麼下去的？封印一直完好無缺...

這個法師和卓格南談過很多事情，你何不去問問他？","根據你的敘述，那個人很可能不是赫拉森。

聽起來像是先前來到這裡的法師。他對這個皇宮十分好奇，而且對地窖通道中的封印特別感興趣。他很快就離開了。我很好奇，他是怎麼下去的？封印一直完好無缺…

這個法師和卓格南談過很多事情，你何不去問問他？"
410,"對...你提到的這個人很像幾個月前來過這裡的法師。他宣稱曾經在崔斯特姆的地下通道中與迪亞布羅戰鬥。

那個呆子肯定走進了赫拉森的聖殿，然後把他最後的理智也蹂躪殆盡。他已經沒救了。
 
他很有可能已經被赫拉森的靈魂附身。如果是那樣，那你最好結束他的苦難。

在那之後，我相信被他召喚和囚禁在聖殿裡的惡魔，也會一同消失。","對…你提到的這個人很像幾個月前來過這裡的法師。他宣稱曾經在崔斯特姆的地下通道中與迪亞布羅戰鬥。

那個呆子肯定走進了赫拉森的聖殿，然後把他最後的理智也蹂躪殆盡。他已經沒救了。
 
他很有可能已經被赫拉森的靈魂附身。如果是那樣，那你最好結束他的苦難。

在那之後，我相信被他召喚和囚禁在聖殿裡的惡魔，也會一同消失。"
411,"啊，沒錯，我記得，大概在...幾個月前，有個傢伙來找我，和你一樣問了一大堆和赫拉森有關的事情。

所以...他根據發現的消息，認為赫拉森躲在秘法聖殿某處，對吧？這個蠢蛋！","啊，沒錯，我記得，大概在…幾個月前，有個傢伙來找我，和你一樣問了一大堆和赫拉森有關的事情。

所以…他根據發現的消息，認為赫拉森躲在秘法聖殿某處，對吧？這個蠢蛋！"
415,"所以，赫拉森瘋了對吧？如果他沒瘋我才覺得奇怪！好幾個世紀都沒酒可以喝，會讓你超想喝...但是你又不能喝，那就會讓你更想喝...怎麼？...你的問題是什麼？","所以，赫拉森瘋了對吧？如果他沒瘋我才覺得奇怪！好幾個世紀都沒酒可以喝，會讓你超想喝…但是你又不能喝，那就會讓你更想喝…怎麼？…你的問題是什麼？"
416,"嗯...聽起來不像赫拉森。我同意他可能已經瘋了，但從你的話來看，我覺得事情不是這樣。去找卓格南談談...他知道的應該比我多。","嗯…聽起來不像赫拉森。我同意他可能已經瘋了，但從你的話來看，我覺得事情不是這樣。去找卓格南談談…他知道的應該比我多。"
417,"啊...瘋狂的法師讓我起雞皮疙瘩。
 
快把他殺掉，然後去做正事吧。
","啊…瘋狂的法師讓我起雞皮疙瘩。
 
快把他殺掉，然後去做正事吧。
"
420,"你問我怎麼看...嗯，看來一片模糊。","你問我怎麼看…嗯，看來一片模糊。"
423,"你讓我開始懷念從前有多風光了，那時候我有雙手雙眼，還有兩隻腳...","你讓我開始懷念從前有多風光了，那時候我有雙手雙眼，還有兩隻腳…"
426,"唉啊...跟邪惡打交道，就是這種下場。","唉啊…跟邪惡打交道，就是這種下場。"
429,"我希望這個假的召喚師死後可以安息。但不幸的是，他很有可能被自己束縛的惡魔拖進地獄裡。

這對你來說是很好的一課...惡魔魔法是條捷徑，但那股力量不只誘人，還很致命。","我希望這個假的召喚師死後可以安息。但不幸的是，他很有可能被自己束縛的惡魔拖進地獄裡。

這對你來說是很好的一課…惡魔魔法是條捷徑，但那股力量不只誘人，還很致命。"
